Goal,series_description,country,year,value,source,nature,age,location,sex
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",El Salvador,2010,6.9365,"Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",CA,15+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",El Salvador,2010,19.16402,"Data provided by the Economic Commission for Latin America and the Caribbean (ECLAC), on the basis of special tabulations from time-use survey.",CA,15+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Ethiopia,2013,16.04167,Calculated by UNSD based on available country data from the Ethiopian Time Use Survey to apply ICATUS.,CA,10+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Ethiopia,2013,6.04167,Calculated by UNSD based on available country data from the Ethiopian Time Use Survey to apply ICATUS.,CA,10+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2000,10.625,Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,CA,10+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2000,17.77792,Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,CA,10+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2000,23.125,Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,CA,65+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2000,17.5,Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,CA,65+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2000,10.83333,Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,CA,15-24,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2000,6.73625,Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,CA,15-24,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2000,18.05542,Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,CA,25-44,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2000,10.13875,Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,CA,25-44,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2000,22.01375,Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,CA,45-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2000,14.58333,Calculated by UNSD based on available country data from the Time use at different stages of life to apply ICATUS.,CA,45-64,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2010,14.16667,Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,CA,25-44,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2010,20.0,Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,CA,65+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2010,10.0,Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,CA,10+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2010,15.06958,Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,CA,10+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Estonia,2010,17.01375,Calculated by UNSD based on available country data from the Time Use Survey to apply ICATUS.,CA,45-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,10.015,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,25-44,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,7.1725,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,65+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.02833,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,65+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,7.25875,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15-24,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,2.86,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15-24,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,10.52292,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.48042,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.14458,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,65+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.32458,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,45-54,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,11.18208,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,45-54,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,7.44958,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,65+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,2.94583,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,65+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,6.13792,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15-24,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,2.98417,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15-24,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.56583,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,45-54,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.56125,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,55-64,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,11.60083,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,45-54,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.37167,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,25-44,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,10.86292,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,55-64,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.31208,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,55-64,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,6.9025,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,65+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.09167,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,25-44,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,9.1,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,6.59417,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15-24,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,2.93167,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15-24,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,9.74083,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.29417,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,11.01792,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,25-44,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,12.22042,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,25-44,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.68875,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,25-44,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,10.7175,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,55-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,12.06958,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,45-54,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,10.54583,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,55-64,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.80875,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,55-64,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.125,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,15+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Fiji,2016,3.80375,Fiji Bureau of Statistics based on Employment and Unemployment Survey 2015-16,C,45-54,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,13.35,Statistics Finland  based on Time Use Survey,C,10+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,14.01667,Statistics Finland  based on Time Use Survey,C,15+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,9.22917,Statistics Finland  based on Time Use Survey,C,15+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,8.00833,Statistics Finland  based on Time Use Survey,C,15-24,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,4.94167,Statistics Finland  based on Time Use Survey,C,15-24,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,13.76667,Statistics Finland  based on Time Use Survey,C,25-44,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,14.05417,Statistics Finland  based on Time Use Survey,C,45-54,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,9.725,Statistics Finland  based on Time Use Survey,C,45-54,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,13.075,Statistics Finland  based on Time Use Survey,C,65+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,15.64583,Statistics Finland  based on Time Use Survey,C,65+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,11.92917,Statistics Finland  based on Time Use Survey,C,55-64,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,13.45417,Statistics Finland  based on Time Use Survey,C,15+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,9.01667,Statistics Finland  based on Time Use Survey,C,15+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,7.85833,Statistics Finland  based on Time Use Survey,C,15-24,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,5.0375,Statistics Finland  based on Time Use Survey,C,15-24,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,15.82083,Statistics Finland  based on Time Use Survey,C,25-44,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,17.28333,Statistics Finland  based on Time Use Survey,C,55-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,12.15833,Statistics Finland  based on Time Use Survey,C,55-64,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,15.44583,Statistics Finland  based on Time Use Survey,C,10+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,9.54167,Statistics Finland  based on Time Use Survey,C,10+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,15.89583,Statistics Finland  based on Time Use Survey,C,65+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,13.17083,Statistics Finland  based on Time Use Survey,C,65+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,7.95833,Statistics Finland  based on Time Use Survey,C,25-44,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,8.825,Statistics Finland  based on Time Use Survey,C,10+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,16.2875,Statistics Finland  based on Time Use Survey,C,55-64,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,13.39583,Statistics Finland  based on Time Use Survey,C,25-44,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,14.9125,Statistics Finland  based on Time Use Survey,C,45-54,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,7.85,Statistics Finland  based on Time Use Survey,C,25-44,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,12.8875,Statistics Finland  based on Time Use Survey,C,10+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,8.64583,Statistics Finland  based on Time Use Survey,C,10+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,16.65,Statistics Finland  based on Time Use Survey,C,15+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,8.92083,Statistics Finland  based on Time Use Survey,C,15-24,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,4.35417,Statistics Finland  based on Time Use Survey,C,15-24,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,8.51667,Statistics Finland  based on Time Use Survey,C,25-44,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,18.7875,Statistics Finland  based on Time Use Survey,C,45-54,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,10.16667,Statistics Finland  based on Time Use Survey,C,45-54,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,12.9625,Statistics Finland  based on Time Use Survey,C,55-64,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,21.03333,Statistics Finland  based on Time Use Survey,C,55-64,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,9.82083,Statistics Finland  based on Time Use Survey,C,45-54,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,16.85,Statistics Finland  based on Time Use Survey,C,65+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,13.45,Statistics Finland  based on Time Use Survey,C,65+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2000,10.10833,Statistics Finland  based on Time Use Survey,C,15+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,16.51667,Statistics Finland  based on Time Use Survey,C,65+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,13.50833,Statistics Finland  based on Time Use Survey,C,65+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,16.80417,Statistics Finland  based on Time Use Survey,C,15+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,10.73333,Statistics Finland  based on Time Use Survey,C,15+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,20.58333,Statistics Finland  based on Time Use Survey,C,55-64,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,13.8,Statistics Finland  based on Time Use Survey,C,55-64,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,14.9125,Statistics Finland  based on Time Use Survey,C,45-54,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,10.48333,Statistics Finland  based on Time Use Survey,C,45-54,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,16.77083,Statistics Finland  based on Time Use Survey,C,25-44,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,9.33333,Statistics Finland  based on Time Use Survey,C,25-44,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,12.075,Statistics Finland  based on Time Use Survey,C,25-44,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,8.02083,Statistics Finland  based on Time Use Survey,C,25-44,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,9.38333,Statistics Finland  based on Time Use Survey,C,15+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,13.11667,Statistics Finland  based on Time Use Survey,C,65+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,8.22083,Statistics Finland  based on Time Use Survey,C,25-44,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,12.89583,Statistics Finland  based on Time Use Survey,C,25-44,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,13.04583,Statistics Finland  based on Time Use Survey,C,45-54,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,15.74167,Statistics Finland  based on Time Use Survey,C,10+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,10.225,Statistics Finland  based on Time Use Survey,C,10+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,15.34583,Statistics Finland  based on Time Use Survey,C,55-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,12.075,Statistics Finland  based on Time Use Survey,C,55-64,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,9.61667,Statistics Finland  based on Time Use Survey,C,45-54,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,14.90417,Statistics Finland  based on Time Use Survey,C,65+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,19.99167,Statistics Finland  based on Time Use Survey,C,65+,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,13.34167,Statistics Finland  based on Time Use Survey,C,45-54,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,7.28333,Statistics Finland  based on Time Use Survey,C,15-24,RURAL,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,6.425,Statistics Finland  based on Time Use Survey,C,15-24,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,12.63333,Statistics Finland  based on Time Use Survey,C,15+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,5.04167,Statistics Finland  based on Time Use Survey,C,15-24,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,8.90833,Statistics Finland  based on Time Use Survey,C,10+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,14.3875,Statistics Finland  based on Time Use Survey,C,55-64,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,11.8,Statistics Finland  based on Time Use Survey,C,55-64,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,15.82083,Statistics Finland  based on Time Use Survey,C,65+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,12.1375,Statistics Finland  based on Time Use Survey,C,10+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,3.79167,Statistics Finland  based on Time Use Survey,C,15-24,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,9.38333,Statistics Finland  based on Time Use Survey,C,45-54,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,6.5375,Statistics Finland  based on Time Use Survey,C,15-24,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,4.84583,Statistics Finland  based on Time Use Survey,C,15-24,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,13.3,Statistics Finland  based on Time Use Survey,C,15+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,9.61667,Statistics Finland  based on Time Use Survey,C,15+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,12.72917,Statistics Finland  based on Time Use Survey,C,10+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",Finland,2010,9.13333,Statistics Finland  based on Time Use Survey,C,10+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,16.96042,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,65+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,13.30875,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,65+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,6.28333,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,15-24,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,3.37333,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,15-24,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,13.25333,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,15+,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,8.2825,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,15+,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,16.90375,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,55-64,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,12.34625,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,55-64,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,12.44583,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,25-44,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,7.12417,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,25-44,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,15.11542,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,45-54,ALLAREA,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",France,2010,8.26833,Institut National de la Statistique et des Etudes Economiques (INSEE) based on Survey on the use of time 2009-2010 / EDT,C,45-54,ALLAREA,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2000,1.94458,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000,C,10+,RURAL,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2000,8.61125,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000,C,65+,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2000,2.43042,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000,C,65+,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2000,2.56958,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000,C,25-44,URBAN,MALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2000,21.59708,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000,C,25-44,URBAN,FEMALE
5,"Proportion of time spent on unpaid domestic chores, by sex, age and location (%)",State of Palestine,2000,1.52792,Palestinian Central Bureau of Statistics (PCBS) based on Time Use Survey 1999-2000,C,55-64,RURAL,MALE
